bill/BillInvoiceId,lineItem/UsageAccountId,lineItem/Region,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UsageUnit,lineItem/UnblendedCost,resourceId,tags/Product,tags/Environment
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-24T04:00:00,2025-10-24T05:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,426.81,Hrs,17.1613,vm-PlatformC-prod-0255,Search,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-03T17:00:00,2025-10-03T18:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,235.11,Hrs,45.4116,db-PlatformB-prod-0256,DataPlatform,prod
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-16T06:00:00,2025-10-16T07:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,164.51,GB-Mo,15.9375,disk-PlatformB-staging-0257,DataPlatform,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-19T21:00:00,2025-10-19T22:00:00,AmazonS3,Requests-Tier1,PutObject,1089617,Requests,382.3546,bucket-PlatformE-prod-0258,MarketingSite,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-24T01:00:00,2025-10-24T02:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,207.44,Hrs,8.1231,vm-PlatformB-dev-0259,DataPlatform,dev
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-25T04:00:00,2025-10-25T05:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,3255.53,GB-Mo,68.4516,bucket-PlatformA-prod-0260,Checkout,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-12T08:00:00,2025-10-12T09:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2283.17,GB-Mo,235.8523,disk-PlatformA-prod-0261,Checkout,prod
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-14T14:00:00,2025-10-14T15:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,2133.13,GB-Mo,35.9882,bucket-PlatformE-dev-0262,MarketingSite,dev
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-22T23:00:00,2025-10-23T00:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1523.03,GB-Mo,35.7615,bucket-PlatformA-prod-0263,Checkout,prod
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-15T23:00:00,2025-10-16T00:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,417.4,Hrs,19.9426,vm-PlatformC-staging-0264,Search,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-26T02:00:00,2025-10-26T03:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,4773.37,GB-Mo,498.1614,disk-PlatformD-dev-0265,InternalTools,dev
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-05T12:00:00,2025-10-05T13:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,89.33,Hrs,2.2345,lb-PlatformE-staging-0266,MarketingSite,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-05T08:00:00,2025-10-05T09:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,76.69,Hrs,3.2048,network-PlatformA-staging-0267,Checkout,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-12T22:00:00,2025-10-12T23:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,2011.12,GB,213.8551,network-PlatformC-dev-0268,Search,dev
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-15T04:00:00,2025-10-15T05:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,103.73,LCU-Hrs,0.7164,lb-PlatformA-dev-0269,Checkout,dev
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-12T09:00:00,2025-10-12T10:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,160.48,LCU-Hrs,1.4202,lb-PlatformE-dev-0270,MarketingSite,dev
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-04T06:00:00,2025-10-04T07:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,100.22,GB-Mo,9.7846,disk-PlatformD-staging-0271,InternalTools,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-07T09:00:00,2025-10-07T10:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,350.72,Hrs,17.5377,network-PlatformA-dev-0272,Checkout,dev
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-08T00:00:00,2025-10-08T01:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,1488.48,GB-Mo,29.8572,bucket-PlatformA-prod-0273,Checkout,prod
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-16T03:00:00,2025-10-16T04:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2663.27,GB-Mo,260.0198,disk-PlatformA-staging-0274,Checkout,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-16T19:00:00,2025-10-16T20:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,2010.15,GB-Mo,40.5194,bucket-PlatformB-dev-0275,DataPlatform,dev
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-04T18:00:00,2025-10-04T19:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,2272.65,GB-Mo,190.6816,disk-PlatformC-dev-0276,Search,dev
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-23T10:00:00,2025-10-23T11:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1612.9,GB-Mo,35.5283,bucket-PlatformE-prod-0277,MarketingSite,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-05T12:00:00,2025-10-05T13:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,14.94,LCU-Hrs,0.1135,lb-PlatformD-prod-0278,InternalTools,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-06T09:00:00,2025-10-06T10:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,286.09,Hrs,5.9043,lb-PlatformB-staging-0279,DataPlatform,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-17T06:00:00,2025-10-17T07:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,274.64,Hrs,11.1152,network-PlatformD-prod-0280,InternalTools,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-10T15:00:00,2025-10-10T16:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,532.51,Hrs,22.273,vm-PlatformE-staging-0281,MarketingSite,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-02T06:00:00,2025-10-02T07:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1262.27,GB-Mo,26.6374,bucket-PlatformD-prod-0282,InternalTools,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-19T00:00:00,2025-10-19T01:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,4867.44,GB-Mo,468.6336,disk-PlatformD-staging-0283,InternalTools,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-06T03:00:00,2025-10-06T04:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,1510.84,GB,154.261,network-PlatformD-dev-0284,InternalTools,dev
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-21T23:00:00,2025-10-22T00:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1162.46,GB,107.5225,network-PlatformA-prod-0285,Checkout,prod
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-05T08:00:00,2025-10-05T09:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1704.91,GB-Mo,27.5299,bucket-PlatformB-staging-0286,DataPlatform,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-12T06:00:00,2025-10-12T07:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1533.38,GB,155.4745,network-PlatformB-staging-0287,DataPlatform,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-20T12:00:00,2025-10-20T13:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,132.45,Hrs,21.8291,db-PlatformB-staging-0288,DataPlatform,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-12T17:00:00,2025-10-12T18:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1809.89,GB-Mo,34.3077,bucket-PlatformB-dev-0289,DataPlatform,dev
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-02T21:00:00,2025-10-02T22:00:00,AmazonS3,Requests-Tier1,PutObject,1959885,Requests,837.1184,bucket-PlatformE-dev-0290,MarketingSite,dev
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-22T07:00:00,2025-10-22T08:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,414.63,Hrs,99.1726,db-PlatformE-prod-0291,MarketingSite,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-02T12:00:00,2025-10-02T13:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,198.72,Hrs,4.9785,lb-PlatformE-prod-0292,MarketingSite,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-11T01:00:00,2025-10-11T02:00:00,ElasticLoadBalancing,LCUs,HealthCheck,412.19,LCU-Hrs,3.2089,lb-PlatformE-prod-0293,MarketingSite,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-18T04:00:00,2025-10-18T05:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,3188.55,GB,334.9376,network-PlatformB-staging-0294,DataPlatform,staging
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-08T14:00:00,2025-10-08T15:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,4909.69,GB-Mo,111.7211,bucket-PlatformC-dev-0295,Search,dev
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-17T22:00:00,2025-10-17T23:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,50.6,Hrs,1.5139,lb-PlatformC-staging-0296,Search,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-18T19:00:00,2025-10-18T20:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,544.94,LCU-Hrs,4.3864,lb-PlatformD-dev-0297,InternalTools,dev
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-08T09:00:00,2025-10-08T10:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,15.93,Hrs,0.8373,network-PlatformB-staging-0298,DataPlatform,staging
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-06T22:00:00,2025-10-06T23:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,1404.14,GB-Mo,156.0407,disk-PlatformB-prod-0299,DataPlatform,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-03T14:00:00,2025-10-03T15:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,3591.85,GB-Mo,302.053,disk-PlatformA-staging-0300,Checkout,staging
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-02T18:00:00,2025-10-02T19:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,335.55,Hrs,7.1982,lb-PlatformC-staging-0301,Search,staging
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-25T09:00:00,2025-10-25T10:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,662.46,Hrs,34.6567,network-PlatformA-staging-0302,Checkout,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-26T20:00:00,2025-10-26T21:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,332.96,Hrs,12.6262,vm-PlatformD-dev-0303,InternalTools,dev
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-23T12:00:00,2025-10-23T13:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,561.91,Hrs,25.6205,network-PlatformD-dev-0304,InternalTools,dev
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-27T03:00:00,2025-10-27T04:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,3082.5,GB-Mo,320.545,disk-PlatformE-staging-0305,MarketingSite,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-21T18:00:00,2025-10-21T19:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,281.06,Hrs,12.3203,network-PlatformC-prod-0306,Search,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-05T06:00:00,2025-10-05T07:00:00,AmazonS3,Requests-Tier1,PutObject,646172,Requests,309.8606,bucket-PlatformC-staging-0307,Search,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-09T15:00:00,2025-10-09T16:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,325.08,Hrs,64.8712,db-PlatformC-staging-0308,Search,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-24T14:00:00,2025-10-24T15:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,1487.72,GB,133.5394,network-PlatformD-dev-0309,InternalTools,dev
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-20T06:00:00,2025-10-20T07:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,196.43,Hrs,7.5039,network-PlatformD-dev-0310,InternalTools,dev
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-09T00:00:00,2025-10-09T01:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,3477.21,GB,369.8961,network-PlatformC-prod-0311,Search,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-13T13:00:00,2025-10-13T14:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,198.91,Hrs,33.7036,db-PlatformC-prod-0312,Search,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-21T01:00:00,2025-10-21T02:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,595.8,Hrs,100.4155,db-PlatformE-staging-0313,MarketingSite,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-18T15:00:00,2025-10-18T16:00:00,AmazonS3,Requests-Tier1,GetObject,670462,Requests,272.0614,bucket-PlatformA-prod-0314,Checkout,prod
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-29T00:00:00,2025-10-29T01:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,27.59,Hrs,6.0729,db-PlatformD-prod-0315,InternalTools,prod
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-23T05:00:00,2025-10-23T06:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,391.23,Hrs,90.9862,db-PlatformC-staging-0316,Search,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-22T03:00:00,2025-10-22T04:00:00,AmazonS3,Requests-Tier1,GetObject,838353,Requests,323.6728,bucket-PlatformA-staging-0317,Checkout,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-11T12:00:00,2025-10-11T13:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,637.29,Hrs,136.4435,db-PlatformA-prod-0318,Checkout,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-19T15:00:00,2025-10-19T16:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,134.75,GB-Mo,2.238,bucket-PlatformC-prod-0319,Search,prod
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-01T18:00:00,2025-10-01T19:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,648.57,GB,64.582,network-PlatformD-prod-0320,InternalTools,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-13T17:00:00,2025-10-13T18:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,561.95,Hrs,28.8238,network-PlatformD-prod-0321,InternalTools,prod
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-19T11:00:00,2025-10-19T12:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,485.25,GB-Mo,54.0284,disk-PlatformB-dev-0322,DataPlatform,dev
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-02T01:00:00,2025-10-02T02:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,602.13,Hrs,13.7092,lb-PlatformE-staging-0323,MarketingSite,staging
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-02T23:00:00,2025-10-03T00:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,55.61,Hrs,1.4097,lb-PlatformC-staging-0324,Search,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-15T12:00:00,2025-10-15T13:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,333.95,Hrs,62.4747,db-PlatformD-staging-0325,InternalTools,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-18T07:00:00,2025-10-18T08:00:00,AmazonS3,Requests-Tier1,PutObject,199199,Requests,87.9134,bucket-PlatformA-dev-0326,Checkout,dev
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-23T13:00:00,2025-10-23T14:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,162.7,Hrs,5.6693,vm-PlatformE-prod-0327,MarketingSite,prod
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-25T14:00:00,2025-10-25T15:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,4116.62,GB-Mo,96.541,bucket-PlatformA-staging-0328,Checkout,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-30T22:00:00,2025-10-30T23:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,133.73,Hrs,3.711,lb-PlatformD-prod-0329,InternalTools,prod
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-12T03:00:00,2025-10-12T04:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,225.63,Hrs,9.1562,vm-PlatformA-staging-0330,Checkout,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-15T13:00:00,2025-10-15T14:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,32.92,Hrs,1.7752,network-PlatformD-dev-0331,InternalTools,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-10T00:00:00,2025-10-10T01:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,263.29,GB-Mo,29.8702,disk-PlatformE-dev-0332,MarketingSite,dev
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-30T01:00:00,2025-10-30T02:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,416.01,Hrs,9.8818,lb-PlatformA-staging-0333,Checkout,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-05T09:00:00,2025-10-05T10:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,208.33,GB,19.5492,network-PlatformE-prod-0334,MarketingSite,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-14T05:00:00,2025-10-14T06:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,3929.63,GB-Mo,469.8285,disk-PlatformE-staging-0335,MarketingSite,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-11T18:00:00,2025-10-11T19:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,654.42,Hrs,147.1192,db-PlatformC-staging-0336,Search,staging
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-20T22:00:00,2025-10-20T23:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,4529.55,GB-Mo,83.5353,bucket-PlatformD-staging-0337,InternalTools,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-27T20:00:00,2025-10-27T21:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,982.62,GB-Mo,20.1583,bucket-PlatformC-staging-0338,Search,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-16T01:00:00,2025-10-16T02:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,975.37,GB-Mo,81.0434,disk-PlatformC-dev-0339,Search,dev
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-10T06:00:00,2025-10-10T07:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,279.82,Hrs,64.5246,db-PlatformD-staging-0340,InternalTools,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-16T01:00:00,2025-10-16T02:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,176.42,Hrs,7.6856,network-PlatformE-staging-0341,MarketingSite,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-28T01:00:00,2025-10-28T02:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,43.61,Hrs,1.5763,vm-PlatformD-staging-0342,InternalTools,staging
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-29T22:00:00,2025-10-29T23:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1699.86,GB,129.2553,network-PlatformD-staging-0343,InternalTools,staging
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-15T16:00:00,2025-10-15T17:00:00,ElasticLoadBalancing,LCUs,HealthCheck,573.22,LCU-Hrs,5.3348,lb-PlatformB-prod-0344,DataPlatform,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-16T21:00:00,2025-10-16T22:00:00,AmazonS3,Requests-Tier1,PutObject,168883,Requests,67.8129,bucket-PlatformD-dev-0345,InternalTools,dev
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-22T09:00:00,2025-10-22T10:00:00,AmazonS3,Requests-Tier1,PutObject,931242,Requests,342.5064,bucket-PlatformD-prod-0346,InternalTools,prod
2025-10-AWS-0001,4.44456E+11,us-east-1,Usage,2025-10-05T19:00:00,2025-10-05T20:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,249.74,Hrs,52.9061,db-PlatformB-dev-0347,DataPlatform,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-20T10:00:00,2025-10-20T11:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,685.61,GB,58.4815,network-PlatformE-staging-0348,MarketingSite,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-24T11:00:00,2025-10-24T12:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,2542.82,GB-Mo,300.2331,disk-PlatformA-dev-0349,Checkout,dev
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-12T21:00:00,2025-10-12T22:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,648.89,Hrs,24.0431,vm-PlatformA-staging-0350,Checkout,staging
2025-10-AWS-0001,7.77789E+11,us-east-1,Usage,2025-10-18T00:00:00,2025-10-18T01:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,37.12,Hrs,1.1042,lb-PlatformA-staging-0351,Checkout,staging
2025-10-AWS-0001,4.44456E+11,eu-west-1,Usage,2025-10-18T14:00:00,2025-10-18T15:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,972.9,GB,95.8797,network-PlatformE-dev-0352,MarketingSite,dev
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-29T08:00:00,2025-10-29T09:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,740.24,Hrs,132.4929,db-PlatformA-staging-0353,Checkout,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-28T22:00:00,2025-10-28T23:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,737.59,Hrs,32.6206,vm-PlatformB-staging-0354,DataPlatform,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-16T20:00:00,2025-10-16T21:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,233.05,GB-Mo,25.307,disk-PlatformE-prod-0355,MarketingSite,prod
2025-10-AWS-0001,7.77789E+11,us-west-2,Usage,2025-10-26T21:00:00,2025-10-26T22:00:00,ElasticLoadBalancing,LCUs,HealthCheck,158.87,LCU-Hrs,1.2289,lb-PlatformD-prod-0356,InternalTools,prod
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-05T20:00:00,2025-10-05T21:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,2970.87,GB-Mo,49.2787,bucket-PlatformD-prod-0357,InternalTools,prod
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-29T00:00:00,2025-10-29T01:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,732.23,GB,66.339,network-PlatformA-staging-0358,Checkout,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-12T00:00:00,2025-10-12T01:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,713.55,Hrs,25.6365,vm-PlatformA-staging-0359,Checkout,staging
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-14T02:00:00,2025-10-14T03:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,3286.24,GB-Mo,309.2108,disk-PlatformA-staging-0360,Checkout,staging
2025-10-AWS-0001,1.11122E+11,us-west-2,Usage,2025-10-04T18:00:00,2025-10-04T19:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,221.68,Hrs,8.5734,vm-PlatformC-staging-0361,Search,staging
2025-10-AWS-0001,1.11122E+11,us-east-1,Usage,2025-10-14T03:00:00,2025-10-14T04:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,2432.29,GB-Mo,47.1628,bucket-PlatformD-staging-0362,InternalTools,staging
2025-10-AWS-0001,7.77789E+11,eu-west-1,Usage,2025-10-19T15:00:00,2025-10-19T16:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,1211.95,GB-Mo,20.8949,bucket-PlatformB-staging-0363,DataPlatform,staging
2025-10-AWS-0001,1.11122E+11,eu-west-1,Usage,2025-10-11T20:00:00,2025-10-11T21:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,321.15,Hrs,74.8106,db-PlatformE-prod-0364,MarketingSite,prod
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-16T13:00:00,2025-10-16T14:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,421.11,Hrs,19.8205,vm-PlatformE-dev-0365,MarketingSite,dev
2025-10-AWS-0001,4.44456E+11,us-west-2,Usage,2025-10-29T17:00:00,2025-10-29T18:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,443.02,GB-Mo,39.7837,disk-PlatformB-dev-0366,DataPlatform,dev
